date,Macron,Le Pen,Mélenchon,Zemmour,Pécresse,Hidalgo,Jadot,Roussel,Poutou,Lassalle,year
2021-12-31,24.0,16.0,10.0,16.0,16.0,4.0,7.0,3.0,1.0,0.5,2022
2021-12-31,23.0,14.5,13.0,15.0,15.0,2.0,4.0,1.5,1.0,1.0,2022
2021-12-22,26.0,16.0,8.0,12.0,18.0,4.0,6.0,2.0,1.0,1.0,2022
2021-12-22,20.0,13.0,12.0,14.0,16.0,2.0,5.0,1.5,1.5,1.0,2022
2021-12-20,26.0,16.0,11.0,13.0,17.0,3.0,5.0,1.0,1.0,1.0,2022
2021-12-15,25.5,16.0,9.5,12.0,18.0,4.5,7.5,3.0,0.5,0.5,2022
2021-12-15,24.0,16.0,9.0,12.0,17.0,4.0,8.0,3.0,1.0,1.0,2022
2021-12-15,22.0,15.0,13.0,15.0,18.0,3.0,5.0,2.0,1.0,1.0,2022
2021-12-13,24.0,16.0,11.0,15.0,17.0,4.0,7.0,2.0,1.0,0.5,2022
2021-12-13,24.0,14.5,8.5,14.5,17.0,4.5,8.5,2.0,1.5,1.0,2022
2021-12-09,25.0,16.0,8.0,12.0,17.0,5.0,8.0,2.0,2.0,,2022
2021-12-09,24.0,17.0,10.0,12.0,19.0,3.0,6.0,2.0,1.5,1.0,2022
2021-12-08,24.0,16.0,9.0,13.0,17.0,5.0,7.0,2.5,1.5,1.0,2022
2021-12-08,25.0,16.0,8.0,14.0,16.0,5.0,7.0,2.0,1.5,1.0,2022
2021-12-08,23.0,16.0,13.0,15.0,16.0,3.0,5.0,2.0,1.0,1.0,2022
2021-12-07,23.0,15.0,8.0,14.0,20.0,3.0,7.0,1.0,2.0,2.0,2022
2021-12-06,25.0,17.0,9.0,13.0,17.0,5.0,6.0,2.5,0.5,0.5,2022
2021-12-06,23.0,18.0,11.0,14.0,14.0,5.0,7.0,2.0,1.0,0.5,2022
2021-11-29,23.0,19.0,10.0,13.0,,5.0,7.0,2.0,1.0,0.5,2022
2021-11-29,24.0,20.0,10.0,13.0,11.0,5.0,8.0,2.0,1.0,0.5,2022
2021-11-29,24.0,20.0,10.0,13.0,,5.0,8.0,2.0,1.0,0.5,2022
2021-11-25,25.0,19.0,7.5,14.0,,6.0,7.0,2.0,1.0,0.5,2022
2021-11-25,25.0,19.5,8.5,15.0,10.0,6.0,6.5,2.0,1.0,,2022
2021-11-25,25.0,19.0,8.5,15.0,,6.0,6.5,2.5,1.0,0.5,2022
2021-11-25,28.0,20.0,8.5,14.0,,6.0,7.0,2.0,1.0,1.0,2022
2021-11-25,28.0,20.0,8.0,15.0,,6.5,7.5,2.5,1.0,1.5,2022
2021-11-24,25.0,20.0,9.0,12.0,,4.0,8.0,2.0,1.0,1.0,2022
2021-11-24,25.0,20.0,9.0,13.0,9.0,4.0,8.0,2.0,2.0,1.0,2022
2021-11-24,25.0,20.0,9.0,13.0,,4.0,8.0,2.0,1.0,1.0,2022
2021-11-24,26.0,21.0,9.0,13.0,,5.0,8.0,2.0,1.0,1.0,2022
2021-11-24,27.0,22.0,9.0,15.0,,4.0,9.0,2.0,1.0,1.0,2022
2021-11-22,23.0,16.0,10.0,16.0,,5.0,8.0,2.0,1.0,0.5,2022
2021-11-22,24.0,16.0,10.0,16.0,11.0,5.0,9.0,2.0,1.0,0.5,2022
2021-11-22,24.0,16.0,10.0,17.0,,5.0,9.0,2.0,1.0,0.5,2022
2021-11-22,29.0,17.0,10.0,17.0,,5.0,9.0,2.0,1.0,0.5,2022
2021-11-22,30.0,17.0,10.0,17.0,,5.0,9.0,2.0,1.0,0.5,2022
2021-11-17,24.0,19.0,9.0,12.0,,5.0,8.0,2.0,1.0,,2022
2021-11-17,24.0,20.0,9.0,12.0,11.0,5.0,8.0,2.0,1.0,,2022
2021-11-17,25.0,21.0,9.0,12.0,,6.0,8.0,2.0,1.0,,2022
2021-11-15,23.0,16.0,10.0,17.0,,4.0,8.0,2.0,1.0,0.5,2022
2021-11-15,24.0,16.0,10.0,17.0,10.0,4.0,9.0,2.0,1.0,0.5,2022
2021-11-15,24.0,16.0,10.0,18.0,,4.0,9.0,2.0,1.0,0.5,2022
2021-11-11,25.0,17.0,8.0,14.0,,7.0,5.0,2.0,2.0,1.0,2022
2021-11-11,27.0,18.0,8.0,14.0,11.0,7.0,5.0,2.0,2.0,0.5,2022
2021-11-11,28.0,18.0,8.0,13.0,,8.0,5.0,2.0,2.0,1.0,2022
2021-11-11,30.0,17.0,8.0,15.0,,8.0,5.0,2.0,2.0,1.0,2022
2021-11-11,29.0,18.0,9.0,15.0,,8.0,6.0,2.0,1.0,1.0,2022
2021-11-08,25.0,18.0,8.5,14.0,,4.5,6.5,2.0,2.0,1.0,2022
2021-11-08,25.0,18.5,8.5,14.5,9.0,5.0,6.5,2.0,2.5,1.5,2022
2021-11-08,25.0,19.0,9.0,14.5,,5.0,7.0,2.0,2.0,1.0,2022
2021-11-08,23.0,15.0,10.0,18.0,,4.0,8.0,2.0,1.0,0.5,2022
2021-11-08,24.0,16.0,10.0,18.0,10.0,4.0,9.0,2.0,1.0,0.5,2022
2021-11-08,24.0,15.0,10.0,19.0,,4.0,9.0,2.0,1.0,0.5,2022
2021-11-05,25.0,16.0,8.5,17.0,,5.0,7.0,2.0,0.5,0.5,2022
2021-11-05,25.0,17.0,8.0,16.5,,6.0,7.0,2.5,1.0,0.5,2022
2021-11-05,26.0,16.5,8.0,16.5,9.0,6.0,7.0,2.0,1.0,1.0,2022
2021-11-05,29.0,17.0,8.5,18.0,,6.5,7.0,2.0,1.0,1.0,2022
2021-11-05,28.0,18.0,9.0,18.0,,6.0,7.0,2.0,1.0,1.0,2022
2021-10-30,23.0,15.0,10.0,17.0,,5.0,8.0,2.0,1.0,0.5,2022
2021-10-30,24.0,16.0,10.0,17.0,10.0,5.0,9.0,2.0,1.0,0.5,2022
2021-10-30,24.0,16.0,10.0,18.0,,5.0,9.0,2.0,1.0,0.5,2022
2021-10-27,23.0,19.0,7.0,15.0,,5.0,6.0,2.0,1.0,1.0,2022
2021-10-27,24.0,19.0,6.0,16.0,10.0,5.0,8.0,2.0,1.0,2.0,2022
2021-10-27,26.0,19.0,7.0,15.0,,5.0,7.0,2.0,1.0,2.0,2022
2021-10-25,23.0,16.0,10.0,17.0,,5.0,8.0,2.0,1.0,0.5,2022
2021-10-25,25.0,16.0,10.0,17.0,10.0,5.0,9.0,2.0,1.0,0.5,2022
2021-10-25,25.0,16.0,10.0,18.0,,6.0,9.0,2.0,1.0,0.5,2022
2021-10-20,25.0,18.0,9.0,13.0,,5.0,8.0,2.0,1.0,,2022
2021-10-20,25.0,19.0,9.0,13.0,8.0,5.0,8.0,2.0,1.0,,2022
2021-10-20,26.0,20.0,9.0,13.0,,6.0,8.0,2.0,1.0,,2022
2021-10-20,26.0,26.0,8.0,,,6.0,8.0,2.0,1.0,,2022
2021-10-18,23.0,16.0,10.0,17.0,,4.0,8.0,2.0,1.0,0.5,2022
2021-10-18,25.0,16.0,10.0,17.0,10.0,4.0,9.0,2.0,1.0,0.5,2022
2021-10-18,25.0,16.0,10.0,18.0,,5.0,9.0,2.0,1.0,0.5,2022
2021-10-15,24.0,17.0,8.0,16.0,,6.0,7.0,2.0,0.5,0.5,2022
2021-10-15,24.0,17.0,8.5,17.0,10.0,6.5,7.0,2.5,1.0,1.0,2022
2021-10-15,25.0,18.0,8.0,17.0,,6.0,7.0,2.0,0.5,1.0,2022
2021-10-13,25.0,17.0,8.0,16.0,,5.0,7.0,1.5,0.5,0.5,2022
2021-10-13,26.0,18.0,8.0,17.0,10.0,5.5,7.0,2.0,0.5,1.0,2022
2021-10-13,27.0,18.5,8.0,17.0,,5.0,7.0,2.0,0.5,1.0,2022
2021-10-13,24.0,15.0,8.0,16.0,,5.0,9.0,2.0,1.0,1.0,2022
2021-10-13,25.5,16.0,8.0,16.0,10.0,5.0,9.5,2.0,1.0,1.0,2022
2021-10-13,26.0,16.0,8.0,16.5,,5.0,9.5,2.0,1.0,1.0,2022
2021-10-13,26.0,24.0,8.0,,,5.0,9.5,2.0,1.0,1.0,2022
2021-10-13,27.0,25.0,8.0,,13.0,5.0,10.0,2.0,1.0,1.0,2022
2021-10-13,28.0,25.0,8.0,,,5.0,10.0,2.0,1.0,1.0,2022
2021-10-11,24.0,15.0,11.0,17.0,,5.0,7.0,2.0,1.0,0.5,2022
2021-10-11,25.0,15.0,11.0,17.0,11.0,5.0,8.0,2.0,1.0,0.5,2022
2021-10-11,27.0,16.0,11.0,18.0,,5.0,8.0,2.0,1.0,0.5,2022
2021-10-11,25.0,26.0,11.0,,,5.0,7.0,2.0,1.0,0.5,2022
2021-10-11,27.0,26.0,11.0,,11.0,5.0,8.0,2.0,1.0,0.5,2022
2021-10-11,28.0,27.0,11.0,,,5.0,8.0,2.0,1.0,0.5,2022
2021-10-11,26.0,16.0,8.0,14.0,,4.0,8.0,1.5,0.5,1.0,2022
2021-10-11,27.0,17.0,8.0,14.0,10.0,4.0,8.0,1.5,1.0,1.5,2022
2021-10-11,28.0,17.0,8.5,13.0,,4.0,8.0,1.5,1.0,1.5,2022
2021-10-11,28.0,24.0,8.0,,,4.0,8.0,1.0,0.5,2.0,2022
2021-10-11,29.0,25.0,8.0,,12.0,4.0,8.0,1.5,1.0,2.0,2022
2021-10-11,30.0,25.0,8.0,,,4.0,8.0,1.5,1.0,2.0,2022
2021-10-11,25.0,18.0,8.0,16.0,,4.5,6.5,2.0,2.0,,2022
2021-10-11,26.5,18.5,9.0,16.5,8.5,4.0,7.0,2.0,2.0,,2022
2021-10-11,26.0,18.0,8.5,16.0,,,11.0,2.0,2.0,,2022
2021-10-06,25.0,16.0,7.0,14.0,,6.0,8.0,2.0,0.5,1.0,2022
2021-10-06,26.0,18.0,8.0,14.0,11.0,6.0,8.0,1.5,0.5,1.0,2022
2021-10-06,25.0,16.0,7.0,13.0,,5.0,9.0,2.0,1.0,1.0,2022
2021-10-06,27.0,17.0,8.0,14.0,8.0,5.0,9.0,2.0,1.0,1.0,2022
2021-10-06,28.0,18.0,8.0,14.0,,5.0,9.0,2.0,1.0,1.0,2022
2021-10-06,25.0,23.0,8.0,,,5.0,10.0,2.0,1.0,2.0,2022
2021-10-06,27.0,24.0,8.0,,11.0,4.0,10.0,2.0,1.0,2.0,2022
2021-10-06,29.0,25.0,8.0,,,5.0,11.0,2.0,1.0,2.0,2022
2021-10-04,24.0,15.0,11.0,17.0,,6.0,6.0,2.0,1.0,0.5,2022
2021-10-04,25.0,15.0,11.0,17.0,11.0,6.0,7.0,2.0,1.0,0.5,2022
2021-10-04,27.0,16.0,11.0,18.0,,6.0,7.0,2.0,1.0,0.5,2022
2021-10-01,24.0,18.0,7.0,12.0,,5.5,8.0,2.0,1.0,1.0,2022
2021-10-01,26.0,19.0,7.0,13.0,11.0,6.0,8.0,2.0,1.0,1.0,2022
2021-10-01,26.0,19.5,7.0,14.0,,6.0,8.5,1.5,1.0,1.0,2022
2021-10-01,27.0,21.0,7.5,15.0,,5.5,8.0,2.0,1.0,1.0,2022
2021-10-01,26.0,23.0,7.5,,,6.0,8.5,2.0,1.0,1.0,2022
2021-10-01,27.0,25.0,8.0,,13.0,6.0,8.5,2.5,1.0,1.0,2022
2021-10-01,27.0,25.0,8.0,,,6.0,9.0,2.0,1.0,2.0,2022
2021-09-30,24.0,16.0,9.0,15.0,,5.5,9.0,1.5,1.0,1.0,2022
2021-09-30,25.0,17.0,9.0,15.0,12.0,5.5,9.0,1.5,1.0,1.0,2022
2021-09-30,25.5,17.0,9.0,15.0,,5.5,9.5,1.5,1.0,1.0,2022
2021-09-30,25.0,25.0,8.5,,,5.5,9.0,1.5,1.0,1.0,2022
2021-09-30,26.0,26.0,8.5,,14.0,5.5,9.0,1.5,1.0,1.0,2022
2021-09-30,27.0,26.0,8.5,,,5.5,9.0,1.5,1.0,1.0,2022
2021-09-27,23.0,16.0,13.0,13.0,,7.0,6.0,1.0,1.0,0.5,2022
2021-09-27,24.0,16.0,13.0,13.0,12.0,7.0,6.0,2.0,1.0,0.5,2022
2021-09-27,26.0,16.0,13.0,14.0,,7.0,6.0,2.0,1.0,0.5,2022
2021-09-23,24.0,20.0,8.0,10.0,,6.0,7.0,4.0,1.0,,2022
2021-09-23,25.0,25.0,7.0,,,7.0,8.0,4.0,1.0,,2022
2021-09-23,26.0,25.0,7.0,,15.0,7.0,8.0,4.0,1.0,,2022
2021-09-23,28.0,26.0,8.0,,,7.0,8.0,4.0,1.0,,2022
2021-09-23,26.0,20.5,8.0,10.0,,4.0,6.0,2.0,2.0,,2022
2021-09-23,25.0,21.0,7.5,10.5,13.0,4.0,5.0,4.0,1.5,,2022
2021-09-23,26.0,21.0,8.0,10.0,,5.0,4.0,2.0,1.0,,2022
2021-09-23,26.0,21.5,8.0,10.5,12.5,5.0,4.0,4.0,1.0,,2022
2021-09-20,23.0,18.0,11.0,11.0,,7.0,6.0,4.0,1.0,0.5,2022
2021-09-20,23.0,18.0,11.0,11.0,,8.0,2.0,4.0,1.0,0.5,2022
2021-09-20,23.0,19.0,11.0,11.0,12.0,7.0,6.0,4.0,1.0,0.5,2022
2021-09-15,26.0,20.0,8.0,9.0,,7.0,6.0,4.0,1.0,,2022
2021-09-13,26.0,23.0,8.0,,,7.0,6.0,2.0,1.0,2.0,2022
2021-09-13,26.0,23.0,8.0,,14.0,6.0,8.0,2.0,1.0,2.0,2022
2021-09-13,25.0,18.0,8.0,8.0,,7.0,7.0,2.0,1.0,1.0,2022
2021-09-13,26.0,19.0,8.0,8.0,13.0,6.0,7.0,2.0,1.0,2.0,2022
2021-09-13,24.0,22.0,11.0,,,7.0,7.0,4.0,1.0,1.0,2022
2021-09-13,25.0,23.0,11.0,,13.0,7.0,7.0,4.0,1.0,1.0,2022
2021-09-13,26.0,26.0,11.0,,,7.0,7.0,4.0,1.0,1.0,2022
2021-09-13,29.0,26.0,11.0,,,7.0,7.0,4.0,1.0,1.0,2022
2021-09-13,29.0,27.0,11.0,,,7.0,7.0,4.0,1.0,1.0,2022
2021-09-13,30.0,29.0,12.0,,,7.0,7.0,4.0,1.0,1.0,2022
2021-09-13,23.0,19.0,11.0,10.0,,7.0,7.0,4.0,1.0,1.0,2022
2021-09-06,23.0,22.0,11.0,,,8.0,7.0,2.0,1.0,1.0,2022
2021-09-06,24.0,23.0,11.0,,14.0,8.0,7.0,2.0,1.0,1.0,2022
2021-09-06,25.0,24.0,12.0,,,8.0,7.0,3.0,1.0,1.0,2022
2021-09-06,25.0,23.0,11.0,,,,7.0,2.0,1.0,1.0,2022
2021-09-06,23.0,19.0,10.0,7.0,,8.0,7.0,2.0,1.0,1.0,2022
2021-09-03,25.0,22.0,8.0,,,9.0,10.0,1.5,1.5,,2022
2021-09-03,25.5,22.0,8.0,,16.0,9.0,10.0,1.5,1.5,,2022
2021-09-03,26.0,23.0,8.0,,,9.0,11.0,1.5,1.5,,2022
2021-09-03,24.0,19.0,8.0,8.0,,9.0,10.0,1.5,1.5,,2022
2021-09-03,24.0,19.0,8.0,8.0,14.0,9.0,10.0,1.5,1.5,,2022
2021-09-03,24.0,20.0,8.5,8.5,,9.0,10.0,1.5,1.5,,2022
2021-09-02,24.0,24.0,9.5,,,7.0,8.0,2.0,1.5,2.0,2022
2021-09-02,26.0,25.0,9.0,,14.0,8.0,8.0,2.5,1.5,1.5,2022
2021-09-02,29.0,26.0,10.0,,,9.0,8.0,2.5,1.5,2.5,2022
2021-09-02,28.0,26.0,9.0,,,8.0,8.0,2.5,1.5,2.0,2022
2021-09-02,29.0,27.0,9.0,,,9.0,8.0,2.5,2.0,2.0,2022
2021-09-02,24.0,22.0,9.0,,,7.0,7.5,2.0,1.5,1.5,2022
2021-09-02,26.0,21.0,9.0,,12.0,8.5,8.0,2.5,1.0,1.5,2022
2021-09-02,23.0,23.0,8.0,,,8.5,8.0,2.5,1.5,2.0,2022
2021-08-30,24.0,23.0,12.0,,,7.0,6.0,3.0,1.0,1.0,2022
2021-08-30,26.0,24.0,12.0,,13.0,7.0,6.0,2.0,1.0,1.0,2022
2021-08-30,30.0,24.0,12.0,,,7.0,6.0,3.0,1.0,1.0,2022
2021-08-30,26.0,24.0,13.0,,8.0,,6.0,2.0,1.0,1.0,2022
2021-08-23,24.0,24.0,11.0,,,7.0,7.0,2.0,1.0,1.0,2022
2021-08-23,25.0,26.0,11.0,,,7.0,8.0,2.0,1.0,1.0,2022
2021-08-23,24.0,24.0,11.0,,,,8.0,2.0,1.0,1.0,2022
2021-08-23,21.0,23.0,11.0,,,7.0,8.0,2.0,1.0,1.0,2022
2021-08-22,24.5,22.5,8.0,7.0,,9.0,11.0,2.0,1.0,,2022
2021-08-22,23.0,21.0,7.0,7.0,,9.0,11.0,2.0,1.0,,2022
2021-08-22,23.0,21.0,8.0,7.0,14.0,9.0,11.0,2.0,1.0,,2022
2021-08-22,25.5,22.0,8.0,7.0,,9.0,11.0,2.0,1.0,,2022
2021-07-05,24.0,22.0,10.0,5.0,,7.0,7.0,2.0,1.0,1.0,2022
2021-07-05,26.0,24.0,10.0,,12.0,7.0,8.0,2.0,1.0,1.0,2022
2021-07-05,24.0,24.0,10.0,,,7.0,7.0,2.0,1.0,1.0,2022
2021-07-02,26.0,27.0,7.0,,,,9.0,4.0,1.0,2.0,2022
2021-07-02,28.0,26.0,7.0,,,8.0,,4.0,1.0,2.0,2022
2021-07-02,28.0,26.0,7.5,,,6.0,7.0,3.5,1.0,3.0,2022
2021-07-02,26.0,26.0,7.5,,14.0,6.5,7.0,3.5,1.0,2.5,2022
2021-07-02,24.0,26.0,7.0,,,6.0,7.0,3.5,1.0,2.0,2022
2021-06-29,29.0,25.0,9.0,,,5.0,6.0,1.0,1.0,2.0,2022
2021-06-29,30.0,26.0,10.0,,11.0,5.0,7.0,2.0,2.0,2.0,2022
2021-06-29,31.0,24.0,10.0,,,4.0,6.0,2.0,2.0,1.0,2022
2021-06-28,25.0,24.0,10.0,,,6.0,7.0,1.0,1.0,1.0,2022
2021-06-28,28.0,26.0,10.0,,11.0,7.0,8.0,1.0,1.0,1.0,2022
2021-06-28,27.0,27.0,10.0,,,7.0,8.0,1.0,1.0,1.0,2022
2021-06-27,26.0,24.0,9.0,,,7.0,8.0,,1.0,,2022
2021-06-27,30.0,25.0,10.0,,12.0,7.0,8.0,,1.0,,2022
2021-06-27,31.0,24.0,9.0,,,7.0,9.0,,1.0,,2022
2021-06-26,24.0,24.0,7.0,,,8.0,10.0,2.5,1.5,,2022
2021-06-26,26.0,26.0,7.0,,13.0,9.0,10.0,2.5,1.5,,2022
2021-06-26,27.0,25.0,7.0,,,9.0,10.0,2.5,1.5,,2022
2021-06-21,25.0,26.0,10.0,,,6.0,7.0,1.0,1.0,1.0,2022
2021-06-21,28.0,28.0,10.0,,10.0,7.0,7.0,1.0,1.0,1.0,2022
2021-06-21,28.0,27.0,10.0,,,7.0,8.0,1.0,1.0,1.0,2022
2021-06-14,29.0,29.0,13.0,,,,,3.0,2.0,1.0,2022
2021-06-14,28.0,29.0,,,,,12.0,4.0,3.0,1.0,2022
2021-06-14,28.0,29.0,,,,9.0,,4.0,3.0,1.0,2022
2021-06-14,26.0,27.0,11.0,,,7.0,6.0,2.0,1.0,1.0,2022
2021-06-09,26.0,28.0,9.0,5.5,,5.0,5.5,2.0,1.0,0.5,2022
2021-06-07,28.0,28.0,11.0,,,7.0,6.0,1.0,1.0,1.0,2022
2021-06-07,25.0,28.0,11.0,,,7.0,6.0,1.0,1.0,1.0,2022
2021-05-31,25.0,28.0,12.0,,,6.0,6.0,1.0,1.0,1.0,2022
2021-05-31,27.0,28.0,13.0,,10.0,6.0,6.0,1.0,1.0,1.0,2022
2021-05-24,25.0,27.0,13.0,,,6.0,6.0,1.0,1.0,1.0,2022
2021-05-24,27.0,27.0,13.0,,,7.0,6.0,1.0,1.0,1.0,2022
2021-05-20,25.0,27.0,11.0,,,6.0,6.0,1.5,1.0,1.5,2022
2021-05-20,26.0,29.0,12.0,,10.0,6.0,6.0,2.0,1.0,1.5,2022
2021-05-20,27.0,29.0,12.0,,,6.0,5.0,2.0,1.0,2.0,2022
2021-05-20,28.0,29.0,11.0,,,6.0,6.0,2.0,1.0,2.0,2022
2021-05-20,27.0,30.0,12.0,,,7.0,6.0,2.0,0.5,1.0,2022
2021-05-17,25.0,27.0,12.0,,,6.0,6.0,2.0,1.0,,2022
2021-05-17,27.0,29.0,13.0,,,6.0,6.0,2.0,1.0,,2022
2021-04-19,26.0,26.0,11.0,,,6.0,6.0,1.0,1.0,,2022
2021-04-19,28.0,26.0,11.0,,12.0,6.0,6.0,1.0,1.0,,2022
2021-04-15,20.0,23.0,16.0,,3.0,6.0,8.0,,,,2022
2021-04-15,25.0,26.0,8.0,,,8.0,10.0,2.0,1.0,,2022
2021-04-15,27.0,27.0,8.0,,11.0,9.0,10.0,2.0,1.0,,2022
2021-04-15,29.0,28.0,8.0,,,9.0,10.0,2.0,1.0,,2022
2021-04-14,25.0,26.0,11.0,,,5.0,6.0,1.0,2.0,2.0,2022
2021-04-14,27.0,28.0,11.0,,9.0,5.0,5.0,1.0,2.0,3.0,2022
2021-04-08,24.0,25.0,11.0,,,10.0,,2.0,1.5,1.5,2022
2021-04-08,24.0,25.0,11.0,,,7.0,6.0,2.5,1.0,1.0,2022
2021-04-08,25.0,26.0,11.0,,11.0,7.0,7.0,3.0,1.5,1.5,2022
2021-04-08,26.0,27.0,11.0,,,7.0,7.0,3.0,1.5,3.0,2022
2021-04-08,27.0,27.0,10.0,,,8.0,7.0,2.5,1.5,2.0,2022
2021-04-08,25.0,26.0,13.5,,,,9.0,,1.0,1.5,2022
2021-04-08,28.0,27.0,13.0,,13.0,,9.0,,1.0,1.0,2022
2021-04-08,25.0,25.0,12.0,,,10.0,,,1.0,1.5,2022
2021-04-08,27.0,27.0,13.0,,12.0,10.0,,,1.5,2.0,2022
2021-04-08,23.0,25.0,12.0,,,,7.0,2.0,1.0,1.0,2022
2021-03-11,24.0,28.0,10.0,,,8.0,6.0,2.0,1.0,1.5,2022
2021-03-04,25.0,25.0,11.0,,,6.0,7.0,1.0,1.0,,2022
2021-03-04,26.0,25.0,11.0,,12.0,7.0,8.0,1.0,1.0,,2022
2021-02-24,31.0,,12.0,17.0,,8.0,9.0,,2.0,,2022
2021-01-28,27.0,25.0,10.0,,,12.0,,,2.0,,2022
2021-01-28,25.0,25.0,9.0,,,,17.0,,2.0,,2022
2021-01-28,25.0,25.0,9.0,,,16.0,,,2.0,,2022
2021-01-28,24.0,26.0,10.0,,,9.0,7.5,,2.0,,2022
2021-01-28,26.0,26.0,10.0,,,,9.0,,2.5,,2022
2021-01-28,25.0,26.5,10.0,,,,10.0,,2.0,,2022
2021-01-28,24.0,25.0,9.0,,,8.0,7.0,,2.0,,2022
2021-01-20,24.0,26.0,11.0,,,6.0,7.0,,1.0,,2022
2021-01-20,24.0,26.0,11.0,,14.0,7.0,8.0,,1.0,,2022
2021-01-20,23.0,26.0,10.0,,,,10.0,,1.0,,2022
2021-01-20,24.0,27.0,11.0,,14.0,,9.0,,1.0,,2022
2020-10-01,26.0,24.0,15.0,,,,,,2.5,3.5,2022
2020-10-01,26.0,26.0,,,,,,,3.5,4.0,2022
2020-10-01,25.0,26.0,,,,13.0,,,3.5,4.0,2022
2020-10-01,24.0,23.0,11.0,,,9.0,6.0,1.0,1.5,2.0,2022
2020-10-01,25.0,24.0,12.0,,,,7.5,1.0,1.5,2.0,2022
2020-10-01,25.0,27.0,11.0,,11.0,,8.0,1.0,2.0,2.0,2022
2020-10-01,24.0,25.0,11.0,,,,8.0,1.0,1.5,2.5,2022
2020-10-01,25.0,24.0,13.0,,,,8.0,2.0,2.0,3.0,2022
2020-10-01,26.0,26.0,12.0,,,,8.0,1.5,2.0,3.5,2022
2020-10-01,23.0,24.0,10.0,,,,8.0,1.0,2.5,2.5,2022
2020-10-01,23.0,24.0,10.0,,,,7.0,1.0,2.0,2.0,2022
2020-07-03,28.0,25.0,12.0,,,,8.0,,3.0,,2022
2020-07-03,28.0,25.0,12.0,,12.0,,9.0,,3.0,,2022
2020-07-03,27.0,25.0,12.0,,,,8.0,,3.0,,2022
2020-07-03,32.0,27.0,13.0,,,,8.0,,3.0,,2022
2020-07-01,30.0,27.5,12.5,,,,8.5,,1.5,,2022
2020-07-01,31.0,26.5,12.5,,,,9.0,,1.5,,2022
2020-07-01,31.0,24.5,11.5,,,,8.5,,2.5,,2022
2020-07-01,31.0,26.5,12.5,,,,10.0,,2.0,,2022
2020-06-19,26.0,28.0,11.0,,,,8.0,2.0,0.5,2.0,2022
2020-06-19,28.0,27.0,12.0,,,,8.0,1.0,0.5,1.5,2022
2019-10-30,27.0,28.0,11.0,,,,8.0,1.5,1.0,1.0,2022
2019-10-30,28.0,28.0,11.0,,7.0,,9.0,1.5,1.0,1.5,2022
2019-10-30,27.0,28.0,11.0,,,,7.5,1.5,1.0,1.5,2022
2019-10-29,27.0,28.0,13.0,,,,6.5,,3.0,,2022
2019-10-29,29.0,29.0,12.5,,5.0,,7.0,,3.5,,2022
2019-10-29,27.5,27.5,13.0,,,,6.5,,3.0,,2022
2019-05-28,30.0,28.0,9.0,,,,12.0,,1.0,1.0,2022
2019-02-02,30.0,27.0,12.0,,,,2.0,,1.0,2.0,2022
2018-12-13,25.0,27.0,14.0,,,,,,1.0,3.0,2022
2018-12-13,27.5,27.5,13.0,,,,,,1.0,3.0,2022
2018-04-16,33.0,23.0,16.5,,,,,,1.0,1.0,2022
2018-04-16,36.0,23.0,16.5,,,,,,1.0,1.0,2022
2017-10-18,28.0,21.5,18.0,,,,,,1.5,1.5,2022
2017-04-23,24.0,21.3,19.6,,,,,,1.1,1.2,2022
